comments,title,genre,artist,duration
2.0,"live at Washington DC's 9:30 Club, 1988",rock,Kingface,06:43
0.0,"Citay Live @ WFMU's SXSW Showcase at Spiro's in Austin, TX on 3/14/2008",rock,Citay,06:43
0.0,"Live on WFMU with Nick Name, 6/19/2015",rock,Child Abuse,06:43
0.0,Nine Stones Close,rock,Andrew Howes,06:43
0.0,Dirty Mittens Live at PDX Pop Now! '09,pop,Dirty Mittens,06:43
0.0,"Live at WFMU on Liz Berg's Show on October 3, 2011",pop,Bird Names,06:43
0.0,"Live at WFMU on The Evan ""Funk"" Davies Show, 6/23/10",rock,Fulmarine Petrels,06:43
0.0,"Live on WFMU's Distort Jersey City with Reed Dunlea: Jan 14, 2014",rock,Easy Rider,06:42
0.0,"Live at WFMU on Marty McSorley's Show on September 13, 2011",rock,High Castle,06:42
0.0,Live on KBOO's The Outside World,jazz,The Quadraphonnes,06:42
0.0,EP-IC,rock,100%chevalier,06:42
0.0,Mviratnepres,rock,Serpentarivm,06:42
0.0,Ritos I,rock,As Above So Below,06:42
1.0,Wooden Shjips Live at ATP NY 2008,rock,Wooden Shjips,06:41
0.0,"Live on WFMU's Dark Night of the Soul with Julie - December 20, 2012",pop,Emily Danger,06:41
0.0,Jet Ear Party,rock,Jonathan Kane's February,06:41
0.0,Live at the OCCII 26/11/2007,rock,Ronin,06:41
9.0,The agency of missing hearts,rock,et_,06:41
0.0,Eating A Dead Planet,rock,Light Echoes,06:40
0.0,Boombox Explosions,rock,Plastic Crimewave Sound,06:40
0.0,"Live on WFMU's Three Chord Monte with Joe Belock - April 25, 2016",rock,Paint Fumes,06:40
0.0,"Live on WFMU's Distort Jersey City with Reed Dunlea- December 10, 2013",rock,Fred and Toody,06:40
0.0,"Live on WFMU's Burn It Down! with Nate K - April 12, 2015",rock,Connections,06:40
0.0,Stems,rock,Stems,06:39
0.0,Dragon Or Emperor,rock,Dragon Or Emperor,06:39
0.0,Detaching Realities Vol. 2,jazz,Jared C. Balogh,06:39
0.0,"Live at WFMU on Evan Funk Davies Show on August 24, 2011",rock,The Wrong Words,06:39
1.0,Songs From Your Collarbone,pop,Myndra,06:38
0.0,"Bloc Party 2 (Featuring CM aka Creative, C-Doc, The Honorable Sleaze, L-Mega & Pot-C)",hiphop,D3Zs,06:38
0.0,Mozart's Piano Sonata in B-flat Major,classical,Brendan Kinsella,06:38
0.0,Summer Vacation/Paddle To The Sea,rock,Harpoon Forever,06:38
0.0,The Answer,rock,2L8,06:38
3.0,Count Your Blessings (1987-1989),rock,Transmitters,06:38
0.0,"When The Revolution Comes, Everything Will Be Beautiful",rock,The United Sons of Toil,06:37
0.0,Live at WFMU on Pat Duncan's Show 1/22/09,rock,Night Gallery,06:37
0.0,Chien,rock,Shape2,06:37
0.0,Saskatchewan,pop,The Minor Thirds,06:37
1.0,netBloc Vol. 19: Doctorin’ Ur Tastz,rock,Confusion Is Next,06:37
0.0,"Live on WFMU's Brian Turner Show - June 25, 2013",rock,Windhand,06:37
1.0,3 Song EP,rock,Room For A Ghost,06:37
0.0,Live at Foo Fest 2015,rock,Finished,06:37
0.0,DC03,jazz,HCI,06:36
0.0,First Demo + Rehearsal + First Show (2007-2008),rock,Laisse Sheila Tranquille,06:36
0.0,Live at WFMU on Liz Berg's show 2/16/2009,rock,Mi Ami,06:36
1.0,Live at WFMU On Pat Duncan's Show 3/26/2009,rock,Garotas Suecas,06:36
0.0,Points of Interest,pop,Microscopes,06:35
0.0,Live at WFMU on Keili's Show 2/15/09,rock,Schocholautte,06:35
0.0,Babylon Rules,rock,Clockcleaner,06:34
0.0,Vivian Girls Live at ATP 2010,rock,Vivian Girls,06:34
0.0,Beethoven's Sonata No. 31 in A Flat Major,classical,Carlos Gardels,06:34
0.0,We are guilty and so are you,rock,I Not Dance,06:34
0.0,Live at WFMU on The Cherry Blossom Clinic 7/12/2008,rock,The Jowe Head Band,06:33
0.0,The Bulgarian Secret Police M&amp;M Torture Trick (Side 2),rock,P.E.D.,06:33
0.0,pleonasm mix,rock,Party Boys,06:32
0.0,The Stutters Live at Purple Pop,rock,The Stutters,06:32
0.0,"Live on WFMU's The Evan ""Funk"" Davies Show - June 8, 2016",rock,Mrs. Magician,06:31
0.0,Live at WFMU on the Cherry Blossom Clinic 12/20/2008,rock,Boss Hog,06:31
0.0,Through the Smoke,rock,The Vocokesh,06:31
0.0,The Garden,rock,Monkey Mind,06:31
0.0,Colors of the west,rock,Mega Gem,06:31
0.0,WFMU / aQ SXSW 2010 (sonny),rock,Sonny & The Sunsets,06:30
0.0,ST,rock,Ultrademon,06:30
0.0,The Darkness Thou Canst Not Dispel,rock,Little Ozzy & J. E. Frey,06:30
0.0,Dynamic Disasters,rock,Measles Mumps Rubella,06:30
0.0,White Coplanar,classical,Guillermo Gregorio,06:30
1.0,Montuenga,rock,Aussitôt Mort / MORT MORT MORT,06:30
0.0,Mulatu Ostatki (Demos & Outtakes),rock,POVALISHIN DIVISION,06:29
0.0,A SPIDER'S WEB,pop,Phemale,06:29
0.0,COWTSHTF 2,hiphop,Church Of When The Shit Hits The Fan,06:29
0.0,femmes fesse fesses filles film five foot française fuck fun,pop,Manuel J Grotesk,06:29
0.0,CRUJIDA,rock,Uppercut,06:29
0.0,"Live on WFMU with Scott Williams - May 20, 2013",rock,No Joy,06:29
0.0,The Bulgarian Secret Police M&amp;M Torture Trick (Side 1),rock,P.E.D.,06:29
0.0,Glimmer,pop,Garmisch,06:29
0.0,The Excluded Middle,rock,MYTY KONKEROR,06:28
0.0,Starlit Carousel,pop,Frau,06:28
0.0,Live at WFMU on Choking on Cufflinks 2/10/09,rock,Silk Flowers,06:28
0.0,Sunday Brunch With Stan,pop,Stan,06:28
0.0,Live Recordings by the Baltimore Taper,hiphop,AK Slaughter,06:28
0.0,We need time EP,rock,CRTVTR,06:28
0.0,Air,jazz,Sandro Marinoni & Stefano Roncarolo,06:28
0.0,Le Voyage,rock,Pigeons & Crazy Porridgemakers,06:28
2.0,6 songs,rock,Aussitôt Mort,06:27
0.0,GEELZWART,classical,All shall be well (and all shall be well and all manner of things shall be well),06:27
0.0,Swims,pop,Samoln,06:26
0.0,Turk Street,rock,Kowloon Walled City,06:26
0.0,When you die and your bones are rotting think of me lest I be forgotten,rock,Bonedust,06:26
1.0,The Invasion,rock,The Invasion,06:26
0.0,The Future Tastes,pop,Invisible Sports,06:25
0.0,"Live on WFMU with Todd-o-phonic Todd: June 13, 2015",rock,Spider Bags,06:25
0.0,Untitled: Will You Please Sing On This?,rock,Xiu Xiu,06:25
0.0,Black Elk,rock,Black Elk,06:24
0.0,"Live at WFMU on the Long Rally with Scott McDowell, April 22nd 2011",jazz,SCUO,06:24
0.0,Live at WFMU on Beastin the Airwaves January 15th 2012,rock,The Indecent,06:24
0.0,"Live at Southpaw, Brooklyn for WFMU's Free Music Series 4/28/2007",rock,Jonathan Kane's February,06:24
0.0,O Diabo,hiphop,Stray,06:24
0.0,Sea Horse,rock,Allfits,06:24
1.0,Watching Cartoons With Eddie,jazz,Ehran Elisha and Roy Campbell,06:24
0.0,Beethoven's Sonata No. 8 in C Minor Pathetique,classical,Daniel Veesey,06:24
1.0,Sleep with me,rock,G.,06:23
1.0,"Live at WFMU on 100% Whatever with Mary Wing - January 17, 2013",rock,Plumerai,06:22
0.0,Digest (Revisited),hiphop,Eaters,06:22
0.0,"Live at WFMU on Three Chord Monty with Joe Belock on April 24, 2012",rock,Paint Fumes,06:22
0.0,Beethoven's Sonata No. 22 in F Major,classical,Daniel Veesey,06:22
1.0,Dreams Are Not Dreams,rock,Onyx System,06:22
3.0,The Black Holocaust,hiphop,DJ Def Chad,06:21
0.0,"Live on WFMU's Distort Jersey City with Deed Runlea - April 10, 2013",rock,Pharmakon,06:21
0.0,PTHS 1993 (live),rock,Disco Missile,06:20
0.0,"Live at WFMU on Marty McSorley's Show, March 22nd 2011",rock,Soft Circle,06:20
1.0,Mark Twain in Japan,rock,Invacuo,06:20
0.0,unreleased (Pop Winds),pop,The Pop Winds,06:20
0.0,Transient Lines,rock,Westy Reflector,06:20
0.0,netBloc Vol. 02: DRM killed the music-product machine,rock,Giraffe,06:19
0.0,Massive Exposure [LCL19],pop,Fierbinteanu,06:19
0.0,sans titre,rock,Gina Artworth,06:19
1.0,Forget And Remember,hiphop,Comfort Fit,06:19
0.0,"Live on WFMU with Gaylord Fields, 11/1/2015",rock,Sunshine and the Rain,06:19
0.0,Live at WFMU on Talk's Cheap May 2011,rock,Apache Dropout,06:18
2.0,DIX: Dead Bees label sampler #10,rock,Pete International Airport,06:18
0.0,"Live at WFMU on The Evan ""Funk"" Davies Show November 2, 2011",rock,The Bon,06:18
0.0,A Tree Stump Named Desire,rock,Mike Rep and the Quotas,06:18
0.0,Mold Donor,pop,Phemale,06:18
0.0,Terra Bella,hiphop,"The Polish Ambassador, Mr. Lif, Ayla Nereo",06:17
0.0,"Live at WFMU on Beastin' the Airwaves with Keili on October 16, 2011",rock,Alan Watts,06:17
0.0,netBloc Vol. 08: I Copyleft!,rock,Clownage,06:16
1.0,The Asound EP,rock,The Asound,06:16
0.0,"Live on WFMU's Three Chord Monte with Joe Belock - November 17, 2014",rock,The Monsieurs,06:16
0.0,Chandeliers E.P.,rock,Nate Wey,06:16
0.0,la Démo DU MAL,rock,1400 POINTS DE SUTURE,06:16
0.0,"Live on WFMU's The Evan ""Funk"" Davies Show - July 17, 2013",rock,Burnt Ones,06:16
0.0,Mozart's Sonata No. 13 in B-flat Major,classical,Brendan Kinsella,06:16
0.0,"Live at WFMU on Nat Roe's Show, Nov 17th 2010",pop,Quiet Hooves,06:16
0.0,Era uma vez uma cortina...,rock,Aquarelle,06:15
0.0,Songs To Mend The Heart Once Been Torn Apart,rock,Still Pluto,06:15
0.0,[albumtitle],hiphop,Just Plain Ant,06:15
0.0,L'Age D'Or,rock,Preti Pedofili,06:15
0.0,Arriere-Garde LP,rock,Hue Blanc's Joyless Ones,06:15
0.0,I had to let God be in Control of ALL Things,rock,Marco Trovatello,06:15
0.0,Soft Power b/w Union Square,rock,James Beaudreau,06:15
0.0,One Life (Featuring Joshua Watkins),hiphop,mGee,06:14
0.0,Unreleased First Album (Fantastic Success V.1),rock,Measles Mumps Rubella,06:14
0.0,Curses (2011),pop,YELLOW CHAIR,06:14
0.0,New Stuff demo cd-r,rock,The Lindsay*,06:14
0.0,The New One Two,rock,The Butcherings,06:13
0.0,Works by Andrew Bisset,classical,Andrew Bisset,06:13
0.0,Dynamic Alloy,rock,V.Majestic,06:13
0.0,E=MC Cullah,hiphop,Cullah,06:13
0.0,E-MC Cullah,hiphop,Cullah,06:13
0.0,Fruits Of The Moon,rock,Catholic Spray,06:13
1.0,Boom boom baby,jazz,Boom Boom Beckett,06:13
2.0,Conspiracy A​-​Go​-​Go,rock,Palo Alto,06:13
0.0,Wilderness,rock,Release The Long Ships,06:12
0.0,Brain Time Now,rock,Blast and the Detergents,06:12
0.0,Bad Panda #72,rock,The Echelon Effect,06:12
0.0,Unquietness,rock,The Mystery Artist,06:12
0.0,Alternator,rock,Nafta,06:12
3.0,"Punk Rock Opera, Vol. I",rock,Punk Rock Opera,06:11
0.0,An Astral Fable,classical,Lee Maddeford,06:11
0.0,"Live on WFMU's Three Chord Monte with Joe Belock: June 1, 2015",rock,Junk Boys,06:11
0.0,Live at WFMU on Diane's Show 7/3/2008,rock,Loto Ball Show,06:11
0.0,Gambling on the Richter Scale,rock,Kowloon Walled City,06:11
0.0,S ljubavlju,rock,Zornjak,06:11
1.0,Live on Brian Turner's Show on WFMU 10-2-12,rock,Gay Witch Abortion,06:11
0.0,Audissect,pop,Ventolyn & Becotyde,06:11
0.0,"Live on WFMU for 100% Whatever with Mary Wing, 8/7/2016",rock,The Oswalds,06:11
0.0,Monsters,rock,Inperfektion,06:10
1.0,Lights E.P.,rock,Happy Prescriptions,06:10
0.0,The Great Bear,rock,Andrew Howes,06:10
0.0,Airs Above Your Station,rock,Kinski,06:10
0.0,APLASTADOS POR LA FE TOUR 2011 (Guadalajara),rock,Sonidero Travesura,06:10
0.0,Blue Bins,hiphop,Cheese N Pot-C,06:09
0.0,Jody Pou Baroque and Jazz from the album Made in Blue,classical,Jody Pou,06:09
0.0,The Mauve Album,rock,Curha,06:09
0.0,dumpTRUCK XE,hiphop,LOWdown,06:09
0.0,"Live on WFMU's Champ Sound with DJ Guy: Nov 16, 2015",pop,TransFX,06:09
0.0,Sistema de Terminacion Sexual,rock,XYX,06:08
0.0,"Live at WFMU with Marty McSorley, 2/19/2016",rock,Purling Hiss (Solo),06:08
1.0,The Hair Of The Night,rock,The Woolen Men,06:08
0.0,netBloc Vol. 51: Embark!,jazz,Paracoelops,06:08
0.0,Samo senke prolaze,rock,Nafta,06:08
0.0,Moon Boys,rock,Napred u prošlost,06:08
0.0,Zenpin Hangaku,hiphop,D3Zs,06:08
0.0,East Of Jaffa,jazz,"Ehran Elisha, Harold Rubin and Haim Elisha",06:08
0.0,Origins of the Pig,rock,Etcetera Music,06:08
0.0,"Live at WFMU on Three Chord Monte with Joe Belock - March 26, 2013",rock,The Above,06:07
0.0,April January,hiphop,Thaione Davis,06:07
0.0,The New,rock,Future Sauce,06:07
0.0,Live at WFMU on Joe Belock's Show on 6/19/2003,country,Immortal Lee County Killers,06:07
0.0,"Live at WFMU on Brian Turner's Show on August 2, 2011",rock,The Men,06:07
0.0,Time Forward,rock,Spitfire Parade,06:06
1.0,A New Heavenly Body,rock,Cloudkicker,06:06
0.0,Live at WFMU on Irene Trudel's Show April 30th 2012,classical,Kevin Kastning and Carl Clements,06:06
1.0,"Live on WFMU's Three Chord Monte with Joe Belock - June 4, 2013",pop,Orange Peels,06:06
1.0,Live at WFMU on Jeffrey Cobb's Show on 4/3/2008,country,Smokey Hormel,06:06
0.0,Break The News EP,rock,Thomas Allan,06:06
0.0,Early Recordings 1988-1991,jazz,Weasel Walter,06:05
0.0,Am I Right or Am I Right,rock,Chat Logs,06:05
0.0,The Remedy,hiphop,DJ Def Chad,06:05
-1.0,& If He Left Off Dreaming About You,rock,Souvenir Driver,06:05
0.0,Live on WFMU's Beastin' The Airwaves July 13 2009,rock,The Unholy Two,06:05
0.0,Retrospectiw IV,rock,Flying Luttenbachers,06:05
0.0,Bam Bam,rock,Bam Bam,06:05
0.0,"Live on WFMU's 100% Whatever with Mary Wing - April 6, 2014",rock,Carsick Cars,06:05
0.0,Live at WFMU's Transpacific Sound Paradise 8/15/2009,jazz,Gato Loco de Bajo,06:04
0.0,"Live on WFMU's Three Chord Monte with Joe Belock: June 15, 2015",pop,Kurt Baker,06:04
0.0,demo,rock,Fucked,06:04
0.0,"Live on WFMU's My Castle of Quiet, 3.16.2012",rock,Wretched Worst,06:04
0.0,Crooked Beginnings,rock,Kristin Hersh,06:04
0.0,Live at WFMU on Pat Duncan's Show 6/4/2009,rock,Unmen,06:04
0.0,Live at WFMU on Joe Belock's Show on 6/26/2008,rock,Golden Dogs,06:04
0.0,"Live at WFMU on Brian Turner's Show, 7/20/10",rock,Unrest,06:03
2.0,"Live at WFMU on Three Chord Monte with Joe Belock November 10, 2011",rock,Jackie & The Cedrics,06:03
0.0,Speedbath (working),rock,Kristin Hersh,06:02
1.0,Sneaky Flute Moods: A Tribute to the Swirlies,rock,The Harvey Girls,06:02
0.0,Bolmongani,rock,Bolmongani,06:02
0.0,Music For Your Party,pop,Ergo Phizmiz,06:02
0.0,"Live at WFMU on the Cherry Blossom Clinic, 11-6-12",rock,Cheap Time,06:02
0.0,El invierno,rock,Viva Belgrado,06:01
0.0,Self​​-​​Titled,rock,Bright Falls,06:01
0.0,Stay,pop,Simple CUT,06:00
0.0,"Live on WFMU's Dangerous for the Brain - June 14, 2014",rock,pHoaming Edison,06:00
0.0,Live at WFMU on the Cherry Blossom Clinic 9/6/2002,rock,Modey Lemon,06:00
0.0,Wild About You! Tales from the Australian Rock Underground 1963-68,rock,The Lucy Parsons Experience,06:00
0.0,Live at WFMU on Brian Turner's Show on 12/21/2004,rock,Fat Worm of Error,06:00
0.0,"Live at WFMU on Distort Jersey City April 26th, 2012",rock,Raw Nerve,06:00
0.0,"Live at WFMU on Beastin' The Airwaves with Keili on August 31, 2011",rock,Abstract Artimus,06:00
0.0,Beethoven's Sonata No. 13 in E Flat Major,classical,Daniel Veesey,06:00
0.0,Die Rococo! Die!,rock,The Ether,06:00
0.0,Live on WFMU's Three Chord Monte 12/8/2009,rock,The Sights,05:59
0.0,Age of Feminine,hiphop,Kellee Maize,05:59
0.0,DOWN!,rock,Mockinpott,05:59
0.0,Reel Time Canvas,rock,Camden,05:59
4.0,demo 2008,jazz,Latché Swing,05:59
0.0,Nero (w/Matana Roberts) 5.22.09,jazz,Glows in the Dark,05:59
0.0,That River,rock,Jasmine Love Bomb,05:58
0.0,Death to False Techno,pop,Chris Herb,05:58
0.0,PBS Live to Air,rock,Spitfire Parade,05:58
0.0,Faces From The Ancient Gallery,rock,23 And Beyond The Infinite,05:58
0.0,Relaxation,pop,Total Unicorn,05:58
0.0,In Sketches Begin Responsibilities,rock,Great Black Waters,05:57
0.0,5!5!5!,pop,Funky Terrorist,05:57
0.0,COWTSHTF 1,hiphop,Church Of When The Shit Hits The Fan,05:57
0.0,Live on WFMU's Infinite Distortion with Josh Landes - 4/25/16,rock,Behavior,05:57
0.0,Thulebasen Live at Festival of Endless Gratitude,rock,Thulebasen,05:56
0.0,Since Before Inertia,rock,Minmae,05:56
0.0,Live at WFMU on Marty McSorley's Show,rock,Foot Village,05:56
0.0,"Live at WFMU on The Cherry Blossom Clinic with Terre T, 7/24/10",rock,Jim Jones Revue,05:56
0.0,Black Taj,rock,Black Taj,05:56
0.0,A Grounded Mound/ Widespread Telepathy,pop,Phemale,05:56
0.0,"Live on Dark Night of the Soul with Julie: Sep 11, 2014",rock,Vaniish,05:56
0.0,City Silk,pop,Phemale,05:55
0.0,Live at WFMU on the Cherry Clossom Clinic on 1/17/2009,rock,Magic Christian,05:55
1.0,Greatest Hits: Vol 1,rock,Noiz Complaint,05:55
0.0,The Hidden Woman,rock,Glove Compartment,05:55
0.0,Live at WFMU on Joe Belock's Show on 9/27/2001,rock,Dead Moon,05:55
0.0,Corporate conga line,rock,Krackatoa,05:54
0.0,Stilizatsiya Poslevkusiya,rock,I Drug Moy Gruzovik...,05:54
0.0,Live at WFMU on Liz Berg's Show on 11/24/2008,rock,Golden Triangle,05:54
0.0,"Souvenirs, Novelties & Party Tricks XE",hiphop,Regenerated Headpiece,05:54
0.0,Vastare/Kidz and Gulls single,rock,MYTY KONKEROR,05:54
0.0,The Promise,pop,Sanawon,05:54
1.0,Remixed,classical,Fabrizio Paterlini,05:54
0.0,"Live at WFMU for Dark Night of the Soul wtih Julie, 2/3/2017",pop,Tasseomancy,05:54
0.0,Octavia - Singles,classical,Octavia,05:54
0.0,MASTERBEAST VOLUME 1,rock,Radioactive Sparrow & Brown Torpedo,05:54
0.0,Limbic Rage,jazz,Amoebic Ensemble,05:54
0.0,"Live on WFMU's Three Chord Monte with Joe Belock - July 29, 2014",rock,Hector's Pets,05:53
0.0,Un PIOU PIOU parmi tant d'autres,hiphop,Alaclair Ensemble,05:53
0.0,Archipelago,pop,Drama for Yamaha,05:53
0.0,"Live at WFMU on 100% Whatever with Mary Wing, 11/20/2016",pop,LoveyDove,05:53
0.0,Stand,hiphop,mGee,05:52
4.0,Brave Nu World,blues,Little Howlin' Wolf,05:52
0.0,Demo/ EP (The Elegant Look of New),rock,Night Rally,05:52
0.0,"Live on WFMU's Cherry Blossom Clinic, December 8, 2012",rock,SUBSONICS,05:51
1.0,Legally Blind,rock,Legally Blind,05:51
0.0,"Fridays, Volume 1",pop,Maxwell Powers,05:51
0.0,Old School My School,hiphop,Cheese N Pot-C,05:51
0.0,Selections Vol.7,rock,Noise Problems Selections,05:51
0.0,"Live on WFMU's Marty McSorley Show - January 21, 2014",rock,Chat Logs,05:50
0.0,Up and Away,hiphop,DJ Def Chad,05:50
1.0,Low Live at ATP-NY 9/20/2008 on WFMU,rock,Low,05:50
0.0,Live on WFMU's Imaginary Radio 8-26-12,rock,Bee and Flower,05:50
1.0,Pavement Politics XE,hiphop,MUTE,05:50
0.0,Monotonix Live at the 2008 Record Fair,rock,Monotonix,05:50
0.0,"Hank IV Live WFMU SXSW Showcase at Spiro's in Austin, TX on 3/14/2008",rock,Hank IV,05:49
0.0,Welcome To Chi-Raq,hiphop,Dollar Boyz,05:49
0.0,Hissing fauna,pop,Hissing Fauna,05:49
0.0,Vintage b/w Freak Of Nature (Remixx),hiphop,C-Doc,05:49
0.0,Xerox for Yugoslavia  side 1,rock,P.E.D.,05:49
0.0,netBloc Vol. 13: Color in a world of monochrome,rock,Jamie Dull,05:48
1.0,Don't Cry,rock,Mors Ontologica,05:48
0.0,De Grutas y Paisajes,jazz,Omar Tamez - Ramón López,05:48
-1.0,The Well,hiphop,saQi,05:48
0.0,Bolaté,pop,Benjamin Bret,05:48
0.0,Live at WFMU on Miniature Minotaurs July 20th 2012,jazz,Jonah Parzen-Johnson,05:48
0.0,Enter The Coven,rock,Waylon Thornton and the Heavy Hands,05:48
0.0,"Live on WFMU's The Evan ""Funk"" Davies Show - May 8, 2013",rock,TV Ghost,05:48
0.0,Live at WFMU on the Cherry Blossom Clinic May 26th 2012,rock,Mark Sultan,05:47
0.0,Bad Panda #84,rock,Lost Boy,05:47
0.0,The Ambiguous Garment,pop,Appetite,05:47
0.0,"Live on WFMU's Evan ""Funk"" Davies Show- April 6, 2016",rock,Wimps,05:46
0.0,Super Human,hiphop,Ultimate Fantastic,05:46
2.0,The Remixes,hiphop,Kellee Maize & J. Glaze Productions,05:46
0.0,Masker II,hiphop,jonas the plugexpert,05:46
0.0,Vivéré,pop,Urs Graf Consort,05:46
1.0,Heroin UK,rock,Heroin UK,05:46
0.0,La Maquina Olvidada,rock,Rebe,05:46
0.0,"Live on WFMU for Spin Age Blasters, 2/26/2017",rock,Art Gray Noizz Quintet,05:45
0.0,Born in the Land of a Thousand Hills,hiphop,Mishoo the Drumkit,05:45
0.0,Croxford Sessions,blues,Croxford/Andrews,05:45
0.0,Jared Mees & the Grown Children Live at PDX Pop Now! Benefit,rock,Jared Mees & the Grown Children,05:45
0.0,Live on WFMU's Transpacific Sound Paradise 1-7-11,classical,Real Vocal String Quartet,05:45
0.0,"Jennifer Check & Laura Ward: Music from the Isabella Stewart Gardner Museum, Boston",classical,"Jennifer Check, soprano; Laura Ward, piano",05:45
0.0,Rubicone,rock,Wann,05:45
1.0,"Live at WFMU's Monty Hall: Sat Nov 21, 2015",rock,The Flamin' Groovies,05:45
0.0,Bold Displays of Imperfection,country,Moonshine Willy,05:45
0.0,Stimulus EP,hiphop,BIG TreaL,05:44
0.0,SBT: 1977-1980,rock,Single Bullet Theory,05:44
0.0,AlexandreDavidGabriel,rock,AlexandreDavidGabriel,05:44
0.0,Live at WFMU on Brian Turner's Show on 12/6/2005,rock,Hank IV,05:44
0.0,Cassette,rock,Caïman Nain,05:43
0.0,"Live at Primavera Sound Festival, 05/27/10",rock,Sic Alps,05:43
0.0,DGE Live on Three Chord Monte on WFMU 11/10/09,rock,Doug Gillard,05:43
0.0,My Giraffes,pop,Gosprom,05:43
0.0,Newborn,pop,Jahzzar,05:43
0.0,Go For It,hiphop,6th Sense &amp; Mick Boogie,05:43
1.0,Selections from the November 2006 Concert,classical,Advent Chamber Orchestra,05:43
0.0,"Live at the IBJ Kill The Holidays Party, 1/8/2017",rock,Reno's Men,05:43
0.0,My Underground,rock,Distemper,05:42
0.0,.​.​.​Chemin de l'Orée​-​Des​-​Bois,rock,Amarah,05:42
0.0,unreleased Clyde Rourke mp3s,rock,Clyde Rourke,05:42
0.0,Live on WFMU's Three Chord Monte on 12/8/2009,rock,The Demands,05:42
1.0,Pavilion EP,rock,The Woolen Men,05:42
0.0,Puppet,jazz,Brandon Ross,05:42
-1.0,SK's Beats (Instrumentals),hiphop,SK,05:42
0.0,"In the Clear ('08-10, roughly)",rock,Krestovsky,05:42
0.0,"Live at Monty Hall, 7/22/2016",rock,The Fleshtones,05:42
0.0,The Trilogy Chapter 3: The Resurrection,hiphop,K. Sparks,05:42
0.0,Product of my Environment,hiphop,Hi-Rez,05:41
0.0,DIE! 1999/2001 Demo,rock,Behold! The Living Corpse,05:41
0.0,Fog b/w Das,rock,His Electro Blue Voice,05:41
0.0,Try This At Home,pop,Finding Fiction,05:41
0.0,Change Thoughts (radio edit),hiphop,Fanatic,05:41
0.0,Dead And/Or Famous,rock,Mors Ontologica,05:41
0.0,"Live on WFMU's Imaginary Radio with Chris M: Oct 13, 2015",rock,Deaf Wish,05:40
0.0,"A Fifty Gallon Drum of Savage Customs, Fresh Flesh and Random Pop",pop,Andersens,05:40
0.0,Change Thoughts,hiphop,Fanatic,05:40
1.0,Medo de Morrer | Medo de Tentar,rock,E A Terra Nunca Me Pareceu Tão Distante,05:40
0.0,"Dance With The Godfather (Tha Godfather Complex, Part 1)",hiphop,Tha Silent Partner,05:40
0.0,"Live at WFMU on Brian Turner's Show on July 5, 2011",rock,Milk Music,05:40
0.0,Enter The Zu,hiphop,ZuKrewe,05:40
0.0,Hesperia,rock,Magdalena Solis,05:40
0.0,Iron Metal I/Rock on the Hole,rock,Iron Metal,05:39
1.0,"Tha Immigrant (Tha Godfather Complex, Part 2)",hiphop,Tha Silent Partner,05:39
0.0,"Alkan 25 Preludes, Alleluia",classical,Felipe Sarro,05:39
0.0,The Mystic River Sound,rock,Abunai!,05:39
0.0,Witchycraft,rock,Knit Witch,05:38
0.0,Manifold,rock,Maan,05:38
1.0,Wildahead Portibeast,hiphop,Wildahead Portibeast,05:38
0.0,Goin' Ham,hiphop,The NSJ Crew,05:38
0.0,Spellbound Hellhound,pop,Shady Action,05:37
1.0,Live at WFMU Record Fair 2013,rock,Liquor Store,05:37
0.0,"Live on WFMU's Minor Music with Jesse Krakow: Nov 11, 2013",rock,Vomit Fist,05:37
0.0,Live On Cherry Blossom Clinic 9-22-12,rock,Spider Bags,05:37
0.0,"This is our home, please come in!",pop,Volumina,05:37
0.0,Live at WFMU on Talk's Cheap 6/23/2009,rock,Upsilon Acrux,05:36
0.0,Death of the Sun,rock,Cul De Sac,05:36
3.0,We Used To Paint Stars In The Sky (2012),rock,Scott Holmes,05:36
0.0,The Trilogy Chapter 2: The Demonstration,hiphop,K. Sparks,05:36
0.0,Culmination 3: The Dark Path,rock,Cryosyncopy,05:36
-1.0,Strange Desire (single),rock,Souvenir Driver,05:36
0.0,The Honor Bar,rock,The Unsacred Hearts,05:36
0.0,Live at WFMU on Brian Turner's Show 7/7/09,rock,After Party,05:36
0.0,Da Interview EP,hiphop,Seven,05:36
0.0,Live on Solid Gold Hell with Sue P. on WFMU 9/30/09,rock,Bad Party,05:35
0.0,The Blue Tape,hiphop,K. Sparks,05:35
0.0,The Classic Material Completion Package XE,hiphop,CM aka Creative,05:35
0.0,"Live on WFMU with Scott Williams - Oct 21, 2013",rock,CCR Headcleaner,05:35
0.0,"Live on WFMU's Cherry Blossom Clinic with Terre T: May 17, 2014",rock,The Black Hollies,05:34
0.0,"Live on WFMU on Evan ""Funk"" Davies show - Nov 20, 2013",rock,Valley Lodge,05:34
0.0,hit parade,rock,Mangeclous,05:33
0.0,Awesome Is Grey,hiphop,Chuzausen,05:33
0.0,unreleased Rok/Paper/Disco mp3s,rock,Rok/Paper/Disco,05:33
1.0,Decade in Exile,pop,Decade in Exile,05:33
1.0,UP,jazz,UP Paolo Pavan Pasqualino Ubaldini,05:33
0.0,Embracing the void,jazz,Assif Tsahar And The Zoanthropic Orchestra,05:33
0.0,Early Works 1999-2006,rock,FIGURATIVE THEATRE,05:33
