id,title,artist,duration,length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var
3904,Sometimes,Michael Chapman,4:23,661500.0,0.30897912,0.08545432,0.24666262,0.0049058776,1006.8915373027742,144080.90428463786,1596.755777633539,129357.60608438142,1774.314270964348,923199.3030325902,0.0374415725377322,0.00025817539312709503,8.514726e-06,0.04937975,4.456783e-05,0.004400406,161.4990234375,-135.87698,1634.8896,149.35516,540.8347,12.883306,259.88123,26.720688,143.99863,7.383458,127.71396,14.307114,61.2574,-4.1598387,57.67554,2.017036,81.0783,-3.992506,78.18215,-3.4418566,90.9015,-14.779527,94.95114,-1.9313203,102.83532,-6.574539,57.186497,-3.0286384,62.027977,-7.480641,56.403915,-8.630777,33.801903,-11.310552,61.66373,-12.840382,53.022507,-12.884243,65.28394,-2.1087532,59.738594
3905,Twisted Road,Michael Chapman,8:28,660984.0,0.31126234,0.087863535,0.15288676,0.0025362857,1038.5710195410031,158980.17215027,1610.7636012151959,151770.8697057581,1899.5003910788632,1107615.204215269,0.03854433941711851,0.00024545888320185886,6.1677615e-06,0.020537673,-1.19354245e-05,0.0015121236,161.4990234375,-170.1175,2047.1146,154.03282,599.0392,10.594004,208.63371,32.31851,126.973335,5.953894,155.27075,4.838101,71.74055,-7.115868,55.631573,-2.7123604,50.42087,-5.2414064,61.706203,3.4283702,77.81774,-0.95407337,57.604843,2.0404546,48.430866,-7.3191953,38.438282,-5.7497725,57.821358,0.23556624,43.1635,-0.67217886,46.411057,-12.702344,55.726643,-6.2802005,44.01048,-1.5604625,47.396698,4.110208,60.485317
3906,Sometimes,Michael Chapman,4:24,661500.0,0.29908964,0.08854954,0.19154026,0.002840206,1278.2724917777375,340342.48209079343,1826.1399731877311,202053.21667360378,2505.9515135207043,2091297.671119498,0.04649140443595201,0.0005212172657766398,4.4982194e-06,0.028339421,2.0471175e-06,0.0039860806,161.4990234375,-133.9399,1444.0492,133.33177,830.74207,10.621611,299.2007,35.107544,180.57954,3.2292383,122.57172,3.5290108,63.11666,-5.5044227,85.8113,-1.0801139,77.59559,-4.5964575,79.99552,2.8693285,82.91927,-5.2164087,71.10551,1.8306643,68.994354,-8.192917,46.962826,-6.2230005,56.17087,-4.8043222,56.163807,-1.3433275,50.39795,-12.5745,46.17363,-8.917453,64.572105,-6.9372096,63.159225,-0.2219739,54.25803
3908,Caddo Lake,Michael Chapman,5:37,660984.0,0.31476855,0.080234,0.187087,0.0016274534,890.6552387414749,56703.959013564876,1385.7233157976275,111601.02853890293,1563.4840134222502,382853.5012603061,0.03676633000096824,9.288311033534755e-05,-5.3650424e-06,0.030310497,-0.00015588493,0.0011507174,117.45383522727273,-149.41681,2828.0054,167.60338,536.7407,5.452181,197.1724,33.517696,55.509857,0.08607049,44.71961,4.167129,38.035614,-2.3549805,28.981066,1.0529042,31.311516,-5.066903,59.34506,3.354436,42.724728,0.77582943,38.92432,3.3173401,35.956276,-4.64097,37.56934,-0.1785657,31.607044,0.8620557,30.587564,-2.323401,46.283684,-12.561978,41.78629,-12.53965,33.649937,-1.3528187,42.82234,7.872083,46.22582
3909,Dewbury Road / That Time of Night,Michael Chapman,6:50,660984.0,0.32233986,0.08625991,0.20959847,0.0036200413,907.0532351216701,153262.9493900574,1388.5925064829066,166779.8051788093,1573.5000385783792,941756.9784532003,0.03703373111928737,0.00024270439152870136,1.7869303e-05,0.039931104,2.8249002e-05,0.0019526532,161.4990234375,-154.91988,2403.2544,161.48506,724.69086,7.9052286,142.87837,35.184826,96.42142,0.31890255,99.84839,3.0028048,50.279762,-5.52835,44.896645,0.47539726,53.945282,-0.6183163,66.22536,-0.8918878,41.303802,-4.9156556,53.65778,-0.13835427,92.08719,-9.752292,64.83036,-6.020992,42.18956,1.300712,58.096317,3.4877148,54.967865,-9.173667,60.740616,-12.200875,95.37562,-9.514039,63.974113,3.6068542,51.435356
3910,Kodak Ghosts,Michael Chapman,6:01,660984.0,0.32435906,0.08438166,0.18516959,0.004434999,855.1943869106168,37794.22003684825,1461.9340176897508,86675.35814122434,1353.239222259876,250047.9554740315,0.034431203403369484,8.780829865112183e-05,-7.4660647e-06,0.032476623,-9.178441e-06,0.0012380041,151.99908088235293,-177.21317,1469.248,158.47711,234.53955,20.777489,121.946434,23.20825,72.74187,5.5179787,49.32744,11.523885,37.65892,-1.022888,43.783924,5.154574,36.553425,-4.625645,47.113747,-6.2377653,63.677643,-12.060845,58.466003,-4.453215,63.91752,1.7967389,85.52848,-1.4641387,58.07076,-7.1197557,51.64166,-7.748907,84.59943,-3.481707,45.810883,-6.7928452,59.4558,-12.2111025,60.769566,-9.544829,89.162735
3911,Dust Devils,Michael Chapman,2:38,661500.0,0.3151062,0.08788862,0.21490467,0.0018235703,918.8155873356102,84531.50034797392,1524.7059356614066,138339.77702888774,1633.2984570010158,693085.6531947438,0.03250736201141641,0.000191690699879278,-6.646834e-05,0.041941877,-0.00026843304,0.0016992008,117.45383522727273,-169.53868,1945.8936,145.06882,582.974,20.2056,208.61368,42.98794,119.475815,3.7448556,75.34937,8.8247,79.557655,-2.4461641,44.27139,3.664126,50.775276,3.3465421,82.46777,3.1205542,47.71708,-1.1436838,38.023586,4.8493934,78.721535,-3.8091757,70.365715,-5.2852974,47.382328,-4.8784847,55.12123,-4.0121818,60.68848,-7.923017,86.78258,-2.592918,105.41113,-6.1209865,87.50658,-0.77734613,122.97596
3912,Fahey's Flag,Michael Chapman,3:38,660984.0,0.30429807,0.08775144,0.18726192,0.007097222,1031.4508475686223,195651.33990845334,1607.9635198022604,228224.33586148612,1896.114457512345,1638585.9820688735,0.039238372022656856,0.00038293228207686875,-4.427072e-06,0.035483874,1.6696913e-05,0.0014799108,99.38401442307692,-171.59465,2686.6606,149.50868,833.58417,15.617983,187.73595,23.38511,76.41164,6.394979,70.38606,10.350634,56.00731,0.92877734,59.867954,5.0688276,45.602566,-8.940011,38.260864,-7.0054026,52.88755,-10.556279,63.67234,-2.4387493,53.074215,1.1762099,49.27984,0.3754931,66.62056,-6.067359,59.19435,-6.4298053,58.281757,-6.4717016,49.84749,-9.894503,80.843315,-9.943917,66.07191,-6.1287107,70.18769
3913,Memhpis in Winter,Michael Chapman,6:28,660984.0,0.2947562,0.084231384,0.18883196,0.0029315166,924.9432935770429,46593.19351526558,1501.0009413314745,100086.80362853824,1511.1521584224922,237213.90938424846,0.03701633302672347,8.738957380519505e-05,1.8078517e-06,0.030899836,-3.175149e-05,0.0017005593,112.34714673913044,-152.85756,1468.8358,161.08875,365.61148,9.319151,103.42666,18.466625,78.78946,5.3852067,53.094585,14.400156,37.887165,-0.5678156,62.47963,-0.33677962,31.364918,-10.41645,42.15338,-7.891226,39.53325,-8.404833,56.446404,0.93244445,68.57665,-0.6965625,37.932373,-2.0521557,37.0563,-8.469132,31.199339,-8.793956,33.435444,-6.3975205,37.886215,-12.217778,42.843582,-13.847929,53.040836,-5.533173,56.324356
3920,Fragrant Rota,Michael Holt,3:14,660984.0,0.24156263,0.08280764,0.10410131,0.001672289,1005.4130334060224,36793.75506322971,1066.049075534192,33566.47850126046,1725.2165495195102,156008.7129776732,0.06670504332881487,0.00032995738442002183,-1.0110907e-06,0.009256687,-5.283513e-06,0.0009985027,107.666015625,-218.95876,1810.3508,172.14682,231.60172,-30.352173,158.47974,13.882551,148.1237,-5.9018965,150.49596,1.793389,81.179474,5.313158,94.669395,-6.2763867,81.797226,-5.871312,140.90971,-9.547247,117.19844,-7.262144,134.24828,-3.7878513,150.61974,-10.088672,124.13914,-11.828925,112.453865,-13.075849,170.57211,-8.566865,70.44597,-1.6514207,61.575294,-5.4495893,101.07239,-11.137962,150.98782,-10.117361,100.812515
3921,Hiawatha's Lullaby,Michael Holt,2:37,661500.0,0.28030017,0.091575034,0.072682984,0.0010695539,1431.10553095847,314510.9915627365,1631.6729011477962,198521.83610788893,2655.8089406866775,1376579.85106683,0.07306229440789473,0.0013535297012142622,1.4505076e-06,0.0039652805,-1.2894127e-06,0.0009683192,107.666015625,-232.54852,5879.906,138.83395,1557.7374,-20.507534,310.3612,16.584873,185.24379,-4.0359235,290.69727,2.807495,116.657166,-3.120466,111.471,-1.5928309,112.03669,-7.103008,94.19257,-3.3753731,74.7958,-2.263821,133.36594,-0.3485954,102.4315,-8.65936,146.3743,-5.25893,133.15749,-7.994952,178.23067,-4.00894,79.54032,-7.5764394,73.627975,-2.6736991,141.45474,-8.192559,256.0931,-1.7097784,209.50401
3950,Click Click Bang Bang,Miss Derringer,2:30,661500.0,0.36678267,0.08840067,0.097587146,0.00077746395,1896.465064509948,188623.3484630774,2268.628393781612,99475.24477594311,4185.433024592444,986907.8508898481,0.07751880563080496,0.0006762670393600459,5.3056766e-07,0.0050923573,-1.4011083e-05,0.0020082104,112.34714673913044,-129.42867,1527.0062,108.10876,415.0902,0.31193382,216.0467,39.530277,160.23505,1.3118997,110.98967,9.525184,84.94489,1.0482608,69.62129,5.143896,37.18351,1.5301604,36.874577,6.4627147,37.68377,-2.9898822,38.290615,1.2609042,28.746058,-6.899693,34.906227,-0.5959225,28.16151,-5.14859,32.038326,0.05392814,25.396912,-2.4110413,27.988293,2.3302023,33.467678,-4.0830193,41.067184,0.8948403,33.944725
4013,Ravens,Nalle,5:53,660984.0,0.254215,0.08840571,0.015119034,0.000114918264,1936.4226583202985,789880.8034446514,1896.2030739778174,180140.15305966057,3611.0564500024207,2524216.076353514,0.11004709588013169,0.0055480540849831604,-6.759529e-08,0.00030078643,2.1452264e-07,1.4797856e-05,123.046875,-392.0731,12044.691,101.79165,1904.2559,-13.741649,839.8165,30.018015,292.87772,-17.4721,172.25536,2.7764597,153.12444,3.5539367,146.03947,4.3445334,165.72545,0.3240397,81.27712,-0.7138543,105.4573,-10.988021,136.15408,-3.5395164,85.791725,-6.852993,154.59384,3.943816,105.88069,2.6306093,71.487236,-4.9366302,90.13562,-2.6583276,112.50881,-10.4734,75.50303,-8.900492,69.04584,-6.9086633,109.390625
4017,New Roots,Nalle,6:43,660984.0,0.21978177,0.09048724,0.030119495,0.0005694847,1895.482852144486,314174.3351668718,1874.7821781375042,98317.00897950272,3635.158292384779,1030829.8838429287,0.09245157278756777,0.0027729994079347666,-5.4894638e-08,0.0012737975,2.850652e-07,8.471947e-05,123.046875,-359.81348,3919.6455,77.45203,689.63544,-29.811214,485.49487,22.685844,365.98145,-22.014736,283.2902,-7.972487,186.57254,-7.885283,135.91652,-16.925228,120.33896,-14.423373,209.38115,-4.0620604,106.04684,-7.4999394,142.76135,-5.946016,187.96649,-6.3596573,236.76384,-12.976707,195.07594,-8.44005,187.4186,-5.6930423,238.04315,0.39998055,232.43181,4.227845,230.26712,3.7232273,204.98782,0.5519291,337.2197
4022,Can't Tell No One,Negative Approach,1:19,661500.0,0.43774074,0.0745717,0.10775577,0.00068870775,2115.425589186856,84047.04331528381,2242.450522847291,54608.648727522224,4144.974935903638,558184.7744456589,0.10765278819175697,0.0003448444349953237,3.916021e-06,0.0043085157,-1.1534213e-05,0.0033984093,107.666015625,-68.1452,555.6255,106.14133,256.79422,-20.733637,152.9411,20.139164,202.19904,1.0619286,120.548325,-2.7822397,57.29401,-4.82803,59.946564,2.8288035,53.068783,-4.42922,24.734955,2.3920975,39.459595,-0.2594671,33.66238,4.204794,26.653408,-4.048844,27.789228,-2.249205,36.393356,-4.17196,24.010227,2.9673843,23.717508,-4.229583,19.614868,2.3729124,27.352615,-0.79122907,24.679981,3.6541264,22.36099
4037,Oh! Mighty Engine,Neil Halstead,5:15,661500.0,0.3263471,0.090243526,0.10485263,0.002631526,813.7215148638721,250027.88128794509,1464.474836620162,184872.85266390612,1389.408265104973,1458569.164021404,0.026137408088235295,0.0002902690623110923,-2.5438194e-06,0.010267975,-5.7962257e-05,0.00078523654,112.34714673913044,-264.97568,3290.0732,141.27568,576.9301,25.193121,197.40837,45.531334,111.51937,20.756453,114.02412,23.283344,63.307842,16.005995,72.4251,13.485581,52.985054,-3.6118844,58.271286,-2.170336,52.32367,-7.273648,58.459892,-7.4931436,58.812027,-9.163897,75.000435,-0.6555696,44.488796,-4.1973853,42.047127,-2.2049992,46.235516,-6.651361,41.337837,-1.3200299,46.261448,-4.910523,74.86458,-2.9459088,43.270584
4066,Soleade,Peter Walker,4:15,660984.0,0.23529515,0.08622558,0.05100979,0.0011883543,1195.555516590138,433042.2900372593,1657.5438055522459,378165.67409051827,2418.8325463848278,3019742.85043851,0.050595544272850505,0.0011813288341213733,-2.290992e-06,0.0029663336,2.0927985e-06,0.00027274006,107.666015625,-322.29004,7342.33,121.78378,1186.745,22.862911,384.32544,31.697153,157.15175,12.743353,128.69485,16.260221,120.124214,3.4856515,92.97383,-2.2212298,95.91495,-10.014508,76.61229,-8.111818,80.60195,-13.406069,121.77731,-4.3847384,151.75482,-3.8757496,194.90857,-1.5498098,217.9387,-3.2167213,193.02983,-2.059205,105.90134,-3.780816,90.81588,-5.5334544,125.51639,-2.7095034,70.689255,0.06399933,92.03093
4067,Por Rosa,Peter Walker,4:33,660984.0,0.23100166,0.09041707,0.0485207,0.0011774241,1055.233267402781,372440.8452224058,1523.1630563068454,369795.63245890284,2068.321704347405,2641271.9383821315,0.0408771966982959,0.0006983312017643847,-1.2660658e-07,0.0028572488,8.1542424e-07,0.000198016,117.45383522727273,-362.52872,8852.346,128.05602,1108.7856,24.552675,442.19394,34.39988,157.38928,11.777511,151.23158,14.125978,143.30457,5.1551094,122.063034,-0.9094827,96.11403,-9.691821,80.52793,-6.3010144,68.334175,-12.134844,83.80555,-10.700786,113.876175,-9.683091,181.4024,-5.6400666,188.10315,-4.189725,212.5857,1.3696444,200.93549,0.17444198,196.3909,0.83837134,118.00941,-3.0983903,109.220856,-8.435662,118.27307
4068,Alegrias Variation,Peter Walker,5:41,661500.0,0.21996315,0.086822934,0.04890565,0.00073606457,1211.7675647235199,334448.00123649475,1659.4969302712695,323453.4657628617,2457.418473660023,2477578.0278697666,0.04878239587364551,0.0007717029354440642,-7.5353626e-07,0.0024929342,2.3319946e-07,0.00021506079,129.19921875,-328.43896,5000.6167,124.60127,869.0218,17.16098,245.71367,31.849453,137.91542,4.9908338,170.98067,13.814517,103.01871,5.621559,56.226562,0.5042523,72.363716,-12.861065,80.42421,-10.972256,69.71133,-14.198798,80.61177,-10.998131,105.083916,-11.268942,166.33257,-14.058457,191.29567,-10.535944,185.44553,1.7678595,187.00552,-0.19448663,156.04414,3.200198,129.99162,0.6985059,108.59749,-4.3923817,147.96341
4069,Tune on Karen Dalton's Guitar,Peter Walker,3:53,660984.0,0.26490957,0.08721427,0.06962337,0.00033152153,1687.0679042340064,218552.66690813447,2188.559735713922,145525.1916059649,3738.204093241673,1422203.6857413885,0.059931133810999224,0.00037797175669081727,-3.5419543e-08,0.003933548,1.3174882e-06,0.00045956485,123.046875,-202.08917,2553.019,104.46524,427.51965,5.1435623,111.81417,32.625225,81.08265,0.95236194,73.52179,8.145835,46.2329,-7.291554,46.684315,-9.479711,52.950825,-13.0762205,39.26315,1.2333276,65.92561,-14.062692,54.479595,0.7053965,37.784286,-10.660672,40.354008,-8.538529,37.597664,-12.065996,36.194386,-6.59735,31.361935,-10.2223215,34.76942,-3.6303878,34.969242,-11.306163,39.287624,-14.843456,38.48868
4070,Nuevos Ojos,Pistolera,4:19,660984.0,0.30907372,0.09352026,0.15158576,0.002118648,2149.385829336432,583380.822533271,2524.2634045491623,205942.69126813288,4913.239797153369,2859725.9405664764,0.0818065876742835,0.002746385293554432,-2.6536162e-08,0.015905257,-9.170345e-05,0.0034012005,99.38401442307692,-101.76063,2575.173,95.86818,604.638,14.846661,232.1769,26.57815,175.42513,-0.7361312,69.55517,9.190567,71.69738,-1.7762439,64.03905,2.1771057,77.174065,-3.3943326,51.378716,3.6491146,73.55145,-7.015796,55.18537,1.4508384,52.458534,-8.693676,39.595886,-0.90242344,44.4034,-5.244604,46.379986,-0.96761465,47.047504,-6.754709,53.924465,-0.5812553,61.642536,-6.172173,49.915646,-3.710199,62.315006
4071,Mentirosas,Pistolera,3:47,660984.0,0.31672287,0.09112245,0.16955884,0.001446793,2118.7370123455285,341622.40463345806,2547.247631195639,137796.33712238813,4881.924081532,2014666.122708286,0.07683262429802479,0.0013110356833488908,-2.4944093e-06,0.018209033,4.567624e-05,0.003974575,95.703125,-81.22535,1274.5442,98.018364,401.04254,14.982593,234.7625,27.848915,163.96033,2.5544338,101.955025,3.0471,99.682526,-5.7836986,58.204155,0.5532026,47.325363,-2.2121758,50.534077,5.575439,61.413452,-6.52697,53.451237,2.2602158,40.737778,-7.6908903,35.19653,-1.1428328,36.870636,-8.533151,47.277206,-4.8034754,57.742424,-11.950837,52.332977,-1.9862517,39.878704,-3.1739333,56.92164,4.2681723,80.258255
4072,Tatuaje,Pistolera,2:28,661500.0,0.37483433,0.091502585,0.13231318,0.0011490419,2232.418630369377,593251.720021963,2723.389008601941,175395.8081095146,5358.734263133708,3041152.624354418,0.08032415525832043,0.0022553425050464864,3.7556704e-06,0.009179602,5.4668562e-05,0.003621802,143.5546875,-115.02269,3114.1272,94.32303,426.99966,31.116186,332.9239,24.679855,186.79288,2.1729395,112.660034,4.658924,94.753426,-3.4318311,74.56105,5.9886374,63.935467,0.94115424,63.990368,2.9768014,57.304264,-3.4457984,49.319504,1.4235681,38.117558,-7.9213257,34.4681,-2.6120865,37.9839,-6.6272073,38.971405,-2.1054935,39.08097,-7.9732003,29.661215,-0.06480592,39.65095,-3.5721295,39.766,-2.3249266,59.408646
4073,Policia,Pistolera,3:17,660984.0,0.36084822,0.09193929,0.15471233,0.0014295643,2597.9123825624765,556736.6826552579,2839.798661930195,154027.62146127122,6058.611053537713,2303513.247348324,0.10044902207591015,0.0027548386816440215,8.774301e-06,0.013406232,-3.263418e-05,0.0043559694,143.5546875,-82.66649,1772.9094,78.718216,492.66693,24.630945,393.56726,29.706514,145.93352,5.966076,86.1658,10.474436,69.63874,-4.735517,50.273304,0.16593039,42.14681,-2.906736,42.924225,7.914323,47.416817,0.81659716,43.582798,6.2686577,44.286026,-6.193234,42.833298,-2.0443807,27.2645,-4.034721,34.946735,-1.7442244,32.810944,-11.104367,37.030125,-6.107139,36.689903,-9.005429,43.90813,-2.362052,43.874275
4074,Vieja,Pistolera,4:05,660984.0,0.3129527,0.0962152,0.15115938,0.0022490008,1913.1824146155902,568930.4045047325,2379.1016034842255,181505.45434372584,4274.716108515686,2522396.838530902,0.07132423690453137,0.0029306042943311444,-1.2504219e-06,0.014774454,6.4104126e-05,0.0042729424,99.38401442307692,-128.6611,3606.9473,99.94647,593.7388,15.556031,313.82928,35.08726,265.5449,3.780178,150.88168,5.322724,116.891945,-1.4238229,66.037964,6.5125866,64.86708,-3.3653555,80.42672,5.478884,97.07342,-9.190011,74.00809,0.3281887,56.398724,-7.887063,45.63819,-0.6020863,46.471992,-5.776997,52.995075,-1.7022825,43.066734,-11.355277,59.621967,-2.3445904,82.24171,-6.066695,91.771225,1.2136953,83.90338
4075,Un Momento,Pistolera,4:28,660984.0,0.3109294,0.08769619,0.1593075,0.0015626227,2144.5615054759683,180757.9107105594,2483.8534403863764,54026.640907871995,4843.3444542445295,836244.0231273007,0.0828016829250581,0.0008621346805399712,1.0474109e-05,0.016313607,5.202748e-05,0.004121572,107.666015625,-74.327995,1246.0299,94.60383,210.83025,6.5207233,144.87607,28.494226,131.47427,-3.5913823,104.1012,4.2940035,60.663246,-5.328409,59.28385,1.9548717,36.870655,-4.954428,32.91533,4.9279203,53.26346,-4.8909736,36.495575,2.538297,35.906464,-6.742013,31.607574,-1.6774083,28.569563,-10.897492,59.389942,-5.708751,31.7901,-12.827993,43.05613,-2.846874,40.509445,-3.1749182,90.31131,-1.4129477,72.244286
4076,No te Olvidare,Pistolera,3:36,660984.0,0.31821236,0.086497135,0.14255434,0.00059087446,2155.7833017329617,390482.52506342443,2528.9975866027903,149051.20006436243,4967.598208450329,1950177.0704067645,0.08018856506584043,0.0013817363068031742,-2.0514804e-06,0.01352449,-1.6102278e-05,0.0025049506,103.359375,-91.98375,1314.1705,96.03528,519.6737,13.316288,152.87892,29.88131,122.06454,-2.0674949,68.39077,6.9469357,64.50789,-4.059513,38.74984,3.622189,45.054,-2.723603,30.61872,-1.4592015,54.385868,-9.098722,34.295387,-2.50174,32.435753,-10.671423,34.96946,-1.7838898,40.765034,-5.6632047,39.986576,-4.2780385,33.386612,-13.241008,37.628166,-4.8888197,43.482185,-4.6501865,47.2386,-2.1948211,45.550087
4077,Algo Pa que te Olvides,Pistolera,3:15,660984.0,0.331616,0.09461116,0.12698938,0.0025545673,2224.7633202854877,431123.9960815004,2506.4310759291516,154895.15188885469,4951.894482081478,2030833.289655743,0.09392284626742835,0.002144150402812944,3.87077e-06,0.010594864,-4.7882848e-05,0.0032790406,129.19921875,-108.57109,3285.993,95.60169,454.49304,6.9158354,334.02838,22.54089,125.44241,-3.0026004,86.745125,5.1528163,105.305435,-4.379782,68.98922,1.8548918,62.76923,-5.41607,53.116383,3.0522652,62.42971,-8.527414,59.564716,0.1418998,59.8015,-10.699406,41.913498,-2.4863353,50.55986,-5.4850326,53.756283,1.4117608,69.617065,-5.202827,78.562256,0.032687232,78.03827,-6.8705997,76.09498,-5.792313,62.833782
4078,No Suspires,Pistolera,3:25,660984.0,0.35832706,0.089966856,0.1480508,0.0015053791,2212.4658092306486,472786.83922106837,2583.56018567881,154659.26231445998,5122.909146404192,2342946.782548399,0.08420790266750582,0.002052563913521175,-5.767072e-06,0.012871021,1.0005422e-05,0.003926845,112.34714673913044,-90.52213,2587.6064,95.36547,529.078,18.032455,188.02925,27.580725,172.93578,-2.6646454,67.36199,8.072242,64.208145,-3.2654207,41.063927,3.1300857,46.527275,-1.8111825,43.003757,2.798967,56.340622,-8.61412,47.279846,0.18639915,44.910465,-7.421452,33.01559,-1.8956059,24.144255,-6.357222,37.264606,-1.7167099,31.624226,-11.119991,30.369524,-5.39625,29.214947,-7.3905926,45.775352,-3.840499,49.138218
4079,Extranjero,Pistolera,4:56,660984.0,0.40245464,0.08506238,0.1297386,0.0010959819,2818.4236127007443,487787.95181828504,2831.259429289914,106466.43614045836,6236.07233521737,1517536.4839735536,0.1205869359992254,0.0029228960129203388,1.0319077e-05,0.010244401,0.00011874352,0.0026423295,143.5546875,-75.56194,1097.1008,72.4069,517.73535,18.527164,189.53456,31.905699,90.32548,-0.3118122,44.371548,12.765026,49.19139,-5.0037675,47.64619,-0.13054098,25.078398,0.12597841,29.150858,5.485739,31.894444,-2.5884361,31.326252,3.57239,37.41792,-4.116989,35.356102,-1.2570833,24.969967,-6.4941936,32.30642,-3.6537185,22.397467,-11.697848,25.86017,-7.6317806,34.36102,-9.525027,33.230927,-5.43704,44.708187
4080,Cazador,Pistolera,3:56,661500.0,0.28614986,0.0895005,0.15247811,0.00094315456,2244.499421701494,233073.49151983229,2562.7651599546693,99358.73869928872,5034.619556344331,1374418.545052375,0.08596773413312693,0.000931625219771668,9.251565e-06,0.01603059,-4.8890077e-05,0.0029181435,143.5546875,-79.89858,1189.9913,92.421486,261.01233,7.3165545,292.72568,20.308119,117.55158,-2.7598207,81.72278,1.0276761,61.043907,-4.690274,73.160324,-0.83569145,37.288048,-6.2647624,41.433655,0.7478435,54.22288,-10.958899,42.928333,-2.3359957,38.495167,-11.540726,32.03284,-5.5988603,40.157917,-9.745936,46.625767,-1.4855834,61.037792,-6.4137936,80.34076,-1.5800866,66.82331,-4.4538565,65.750404,-0.2915987,65.627975
4091,1864,Polka Madre,2:53,661500.0,0.37240386,0.08596805,0.102390274,0.0012644792,1759.7093493328307,380859.9759101363,2161.9988940637236,241136.4954791085,3845.6517458700173,2090559.1569259136,0.06602378821594428,0.001208196726909261,-3.7140915e-05,0.007287654,-0.0003598328,0.001996663,123.046875,-150.87277,3325.6619,115.670815,887.8337,-3.0916169,386.71054,32.828323,175.24619,-0.12875979,132.40056,-2.5301044,88.82161,3.6904252,118.198265,5.311783,74.153534,-7.3259497,68.6291,-0.36747473,64.05896,-3.61865,49.434452,3.6955955,50.04674,-6.5344806,49.211643,-1.4777023,35.14022,-6.579662,52.547733,-0.9411057,47.03633,-8.293659,51.699257,-3.8805456,38.87993,-9.249248,34.99827,-7.01462,62.427425
4092,Nina Olga Vodka,Polka Madre,2:39,661500.0,0.42581138,0.07993675,0.09982611,0.00083705137,1651.8518982664436,110920.43939555259,2081.6649891143484,72115.75113398995,3657.3362179215846,651379.1353612614,0.06927584716041021,0.0006113021795710062,-2.9680148e-06,0.006899313,-0.00029946736,0.001479146,123.046875,-152.2622,2343.0938,113.79969,265.0342,-1.0664138,309.51187,46.886135,212.19205,-0.9089963,156.56102,6.112278,81.77922,4.8035808,91.69472,4.606768,55.197712,-4.2745113,44.231396,3.2641368,58.093494,-2.4721653,59.467766,4.2969522,33.13453,-4.042241,40.85278,-0.66276556,48.208565,-5.6513734,45.88425,0.595271,42.72425,-9.055286,50.900337,-1.8257512,39.20573,-5.640653,42.466568,-5.1472416,44.511555
4093,Amsterdam,Polka Madre,3:20,661500.0,0.37066504,0.0821721,0.085081734,0.00055159023,1703.2113466901376,125914.43847723107,2011.5749629841837,69683.22751462502,3642.8196390346848,643228.9317056701,0.08487099095394737,0.0008998423091204058,-9.637648e-06,0.0050994703,-0.0002927156,0.0010274753,112.34714673913044,-158.07837,2855.5957,115.219986,335.99225,-8.429715,174.70303,42.72205,109.77263,-3.2849457,62.642292,10.931919,77.50357,-7.8064957,58.42589,1.6226354,58.711384,-3.0626755,32.70186,6.1742105,38.83074,-3.8103778,41.40848,3.0285597,35.14056,-3.9981444,34.56158,-3.199459,60.122932,-7.9872003,42.64171,-4.1245165,49.2015,-4.809073,33.37325,-7.1618524,41.518322,-10.908382,53.144447,-4.873951,67.44339
4094,Vida Propia,Polka Madre,2:37,661500.0,0.36279306,0.08830079,0.11178835,0.0010660853,1660.8621669421877,215249.40828105295,2013.3142364421071,153365.49103570922,3619.969777204673,1231320.0783596418,0.07958757619001548,0.0015948412905787946,-1.1567626e-05,0.009400657,-0.00034688806,0.0016019654,95.703125,-163.85698,5407.461,112.634674,612.0449,0.018952267,369.30038,45.09713,140.95305,1.2206767,116.23741,14.751206,96.437325,-4.7722673,82.13117,3.8065114,60.55072,-0.3090964,53.18657,9.396562,70.69836,-0.59618956,33.898087,4.532676,33.686665,-3.7180943,51.667336,-3.3250945,73.63413,-3.0914145,62.518963,-1.5993297,78.69943,-5.10742,49.350582,-4.195013,43.113705,-5.488537,63.947563,-3.4768429,72.09243
